J41026|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:14 
J30026|USTC0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:4 
J41011||C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:3 
J30026|USTC0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:2 
J4101|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:2 
J4101|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:2 
J4114|U0003|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:7 
J3003|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:14 
J41025||C09RSMAIN:0 C30R:22 C3014R:4 C4112R:16 
J42045|USTR0002|C09RSMAIN:0 C41R:23 
J41025||C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:16 
J4105|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:4 
J3003|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:14 
J30026|USTC0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:4 
J30835|USTR0012|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:16 
J30820|USTR0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:8 
J4105|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:4 
J4116|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:11 
J4116|U0001|C09RSMAIN:0 C30R:22 C3014R:21 C3011R:20 C4111R:11 
J4105|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:4 
J3003|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:14 
J30835|USTR0001P|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:19 
J4206||C09RSMAIN:0 C01RS:1 C01R:8 
J4113|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:9 
J30835|USTR0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:20 
J4114|U0003|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:7 
J3002|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:2 
J3002|USTC0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:2 
J41026|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:3 
J3003|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:14 
J4114|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:10 
J30835|USTR0001P|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:9 
J30026|USTC0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:2 
J09800|USTC0004|C09RSMAIN:0 C09RS:1 C09PRS:1 C0911RS:8 
J30835|USTR0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:10 
J4114|U0002|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:12 
J30820|USTR0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:8 
J30026|USTC0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:2 
J41025||C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:16 
J30835|USTR0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:10 
J4114|U0002|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:12 
J30835|USTR0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:10 
J30026|USTC0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:4 
J3002|USTC0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:2 
J30026|USTC0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:21 C3011R:3 
J30835|USTR0001P|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:9 
J4105|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:4 
J30835|USTR0001P|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:19 
J4113|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:9 
J41022||C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:15 
J4105|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:4 C4112R:4 
J30835|USTR0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:10 
J4112|U0001|C09RSMAIN:0 C30R:22 C3014R:21 C3011R:20 C4111R:8 
J30835|USTR0012|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:16 
J4105|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:4 
J30026|USTC0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:4 
J3002|USTC0001O|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:6 
J30026|USTC0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:4 
J3002|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:2 
J4101|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:2 
J3003|U0001|C09RSMAIN:0 C30R:14 
J4016|U0002|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:8 
J30835|USTR0012P|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:15 
J30820|USTR0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:8 
J4112|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:8 
J30835|USTR0001P|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:19 
J41025||C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:16 
J3003|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:14 
J30835|USTR0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:20 
J3002|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:2 
J30026|USTC0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:4 
J12104||C09RSMAIN:0 C09RS:12 C12R:8 C1222R:22 
J4114|U0002|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:12 
J4101|U0001|C09RSMAIN:0 C09RS:14 C41R:2 
J4016|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:9 
J4114|U0003|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:7 
J4101|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:2 
J4101|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:2 
J41025||C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:16 
J30835|USTR0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:20 
J4116|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:11 
J3002|USTC0004|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:3 
J41026|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:14 
J4016|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:9 
J09800|USTF0034|C09RSMAIN:0 C09RS:1 C09PRS:7 C3116R:19 
J30835|USTR0012P|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:15 
J30026|USTC0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:4 
J3003|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:14 
J3003|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:14 
J3002|USTC0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:2 
J30835|USTR0001P|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:19 
J41025||C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:16 
J3002|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:2 
J3002|USTC0001O|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:6 
J3003|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:14 
J30026|USTC0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:3 
J4114|U0003|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:7 
J30835|USTR0012|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:16 
J41026|U0001|C09RSMAIN:0 C09RS:13 
J41022||C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:15 
J4112|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:8 
J41026|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:14 
J41022||C09RSMAIN:0 C09RS:17 C30R:22 C3014R:4 C4112R:15 
J4114|U0002|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:12 
J41011||C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:3 
J30835|USTR0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:12 C3031RSI:20 
J4113|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:21 C3011R:20 C4111R:9 
J03103|USTC0002|C09RSMAIN:0 C01RS:3 C03R:3 C0312R:3 
J4016|U0001|C09RSMAIN:0 C09RS:17 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:9 
J4101|U0001|C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:2 
J41025||C09RSMAIN:0 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:24 C30R:22 C3014R:4 C4112R:16 
